ID,Tournament,Date,Home Team,Home Goals,Away Goals,Away Team,Win Conditions,Home Stadium
389,British Home Championship,1913-03-03,Wales,0.0,0.0,Scotland,,True
390,Friendly,1913-03-09,Belgium,3.0,3.0,Netherlands,,True
391,Friendly,1913-03-09,Switzerland,1.0,4.0,France,,True
392,British Home Championship,1913-03-15,Northern Ireland,1.0,2.0,Scotland,,True
393,British Home Championship,1913-03-17,England,4.0,3.0,Wales,,True
394,Muratti Vase,1913-04-03,Jersey,5.0,2.0,Alderney,,False
395,British Home Championship,1913-04-05,England,1.0,0.0,Scotland,,True
396,Muratti Vase,1913-04-17,Jersey,2.0,4.0,Guernsey,,True
397,Friendly,1913-04-20,France,8.0,0.0,Luxembourg,,True
398,Friendly,1913-04-20,Netherlands,2.0,4.0,Belgium,,True
399,Friendly,1913-04-27,Austria,1.0,4.0,Hungary,,True
400,Friendly,1913-05-01,Italy,1.0,0.0,Belgium,,True
401,Friendly,1913-05-04,Russia,1.0,4.0,Sweden,,True
402,Friendly,1913-05-04,Switzerland,1.0,2.0,Belgium,,True
403,Friendly,1913-05-18,Germany,1.0,2.0,Switzerland,,True
404,Friendly,1913-05-18,Hungary,2.0,0.0,Sweden,,True
405,Friendly,1913-05-25,Denmark,8.0,0.0,Sweden,,True
406,Friendly,1913-06-08,Sweden,9.0,0.0,Norway,,True
407,Friendly,1913-06-15,Argentina,1.0,1.0,Uruguay,,True
408,Friendly,1913-06-15,Austria,2.0,0.0,Italy,,True
409,Friendly,1913-07-09,Argentina,2.0,1.0,Uruguay,,True
410,Copa Lipton,1913-08-15,Argentina,4.0,0.0,Uruguay,,True
411,Copa Premio Honor Argentino,1913-08-31,Argentina,2.0,0.0,Uruguay,,True
412,Friendly,1913-09-14,Russia,1.0,1.0,Norway,,True
413,Friendly,1913-09-21,Chile,0.0,2.0,Argentina,,True
414,Friendly,1913-10-05,Sweden,0.0,10.0,Denmark,,True
415,Copa Premio Honor Uruguayo,1913-10-05,Uruguay,1.0,0.0,Argentina,,True
416,Friendly,1913-10-26,Germany,1.0,4.0,Denmark,,True
417,Friendly,1913-10-26,Hungary,4.0,3.0,Austria,,True
418,Friendly,1913-10-26,Norway,1.0,1.0,Sweden,,True
419,Copa Newton,1913-10-26,Uruguay,1.0,0.0,Argentina,,True
420,Friendly,1913-11-02,Belgium,2.0,0.0,Switzerland,,True
421,Friendly,1913-11-23,Belgium,6.0,2.0,Germany,,True
422,Friendly,1914-01-11,Italy,0.0,0.0,Austria,,True
423,British Home Championship,1914-01-19,Wales,1.0,2.0,Northern Ireland,,True
424,Friendly,1914-01-25,France,4.0,3.0,Belgium,,True
425,Friendly,1914-02-08,Luxembourg,5.0,4.0,France,,True
426,British Home Championship,1914-02-14,England,0.0,3.0,Northern Ireland,,True
427,British Home Championship,1914-02-28,Scotland,0.0,0.0,Wales,,True
428,Friendly,1914-03-08,France,2.0,2.0,Switzerland,,True
429,British Home Championship,1914-03-14,Northern Ireland,1.0,1.0,Scotland,,True
430,Friendly,1914-03-15,Belgium,2.0,4.0,Netherlands,,True
431,British Home Championship,1914-03-16,Wales,0.0,2.0,England,,True
432,Friendly,1914-03-29,Italy,2.0,0.0,France,,True
433,Muratti Vase,1914-04-02,Guernsey,4.0,0.0,Alderney,,False
434,British Home Championship,1914-04-04,Scotland,3.0,1.0,England,,True
435,Friendly,1914-04-05,Italy,1.0,1.0,Switzerland,,True
436,Friendly,1914-04-05,Netherlands,4.0,4.0,Germany,,True
437,Muratti Vase,1914-04-23,Guernsey,2.0,1.0,Jersey,,True
438,Friendly,1914-04-26,Netherlands,4.0,2.0,Belgium,,True
439,Friendly,1914-05-03,Austria,2.0,0.0,Hungary,,True
440,Friendly,1914-05-17,Denmark,4.0,3.0,Netherlands,,True
441,Friendly,1914-05-17,Switzerland,0.0,1.0,Italy,,True
442,Friendly,1914-05-24,Sweden,4.0,3.0,Finland,,True
443,Friendly,1914-05-31,Hungary,5.0,1.0,France,,True
444,Friendly,1914-06-21,Sweden,1.0,1.0,Hungary,,True
445,Friendly,1914-06-28,Norway,0.0,1.0,Sweden,,True
446,Friendly,1914-07-05,Sweden,2.0,2.0,Russia,,True
447,Friendly,1914-07-12,Norway,1.0,1.0,Russia,,True
448,Copa Premio Honor Uruguayo,1914-08-30,Uruguay,3.0,2.0,Argentina,,True
449,Copa Premio Honor Argentino,1914-09-13,Argentina,2.0,1.0,Uruguay,,True
450,Friendly,1914-09-20,Argentina,3.0,0.0,Brazil,,True
451,Copa Roca,1914-09-27,Argentina,0.0,1.0,Brazil,,True
452,Friendly,1914-10-04,Hungary,2.0,2.0,Austria,,True
453,Friendly,1914-10-25,Sweden,7.0,0.0,Norway,,True
454,Friendly,1914-11-08,Austria,1.0,2.0,Hungary,,True
455,Friendly,1915-01-03,Basque Country,6.0,1.0,Catalonia,,True
456,Friendly,1915-01-31,Italy,3.0,1.0,Switzerland,,True
457,Friendly,1915-02-07,Catalonia,2.0,2.0,Basque Country,,True
458,Friendly,1915-05-02,Hungary,2.0,5.0,Austria,,True
459,Friendly,1915-05-13,Basque Country,1.0,0.0,Catalonia,,True
460,Far Eastern Championship Games,1915-05-18,China,0.0,0.0,Philippines,,True
461,Far Eastern Championship Games,1915-05-19,China,1.0,0.0,Philippines,,True
462,Friendly,1915-05-30,Austria,1.0,2.0,Hungary,,True
463,Friendly,1915-06-06,Denmark,2.0,0.0,Sweden,,True
464,Friendly,1915-06-27,Norway,1.0,1.0,Sweden,,True
465,Copa Premio Honor Uruguayo,1915-07-18,Uruguay,2.0,3.0,Argentina,,True
466,Copa Lipton,1915-08-15,Argentina,2.0,1.0,Uruguay,,True
467,Copa Newton,1915-09-12,Uruguay,2.0,0.0,Argentina,,True
468,Friendly,1915-09-19,Denmark,8.0,1.0,Norway,,True
469,Friendly,1915-10-03,Austria,4.0,2.0,Hungary,,True
470,Friendly,1915-10-24,Sweden,5.0,2.0,Norway,,True
471,Friendly,1915-10-31,Sweden,0.0,2.0,Denmark,,True
472,Friendly,1915-11-07,Hungary,6.0,2.0,Austria,,True
473,Friendly,1916-05-07,Austria,3.0,1.0,Hungary,,True
474,Friendly,1916-05-21,Catalonia,1.0,3.0,Basque Country,,True
475,Friendly,1916-05-22,Catalonia,0.0,0.0,Basque Country,,True
476,Friendly,1916-06-04,Denmark,2.0,0.0,Sweden,,True
477,Friendly,1916-06-04,Hungary,2.0,1.0,Austria,,True
478,Friendly,1916-06-04,Basque Country,5.0,0.0,Catalonia,,True
479,Friendly,1916-06-25,Norway,0.0,2.0,Denmark,,True
480,Copa América,1916-07-02,Chile,0.0,4.0,Uruguay,,False
481,Friendly,1916-07-02,Sweden,6.0,0.0,Norway,,True
482,Copa América,1916-07-06,Argentina,6.0,1.0,Chile,,True
483,Copa América,1916-07-08,Brazil,1.0,1.0,Chile,,False
484,Copa América,1916-07-10,Argentina,1.0,1.0,Brazil,,True
485,Friendly,1916-07-12,Argentina,1.0,0.0,Chile,,True
486,Copa América,1916-07-12,Brazil,1.0,2.0,Uruguay,,False
487,Friendly,1916-07-14,Uruguay,4.0,1.0,Chile,,True
488,Copa América,1916-07-17,Argentina,0.0,0.0,Uruguay,,True
489,Friendly,1916-07-18,Uruguay,0.0,1.0,Brazil,,True
490,Copa Newton,1916-08-15,Argentina,3.0,1.0,Uruguay,,True
491,Copa Lipton,1916-08-15,Uruguay,1.0,2.0,Argentina,,True
492,Friendly,1916-08-20,Sweden,2.0,3.0,United States,,True
493,Friendly,1916-09-03,Norway,1.0,1.0,United States,,True
494,Friendly,1916-10-01,Argentina,7.0,2.0,Uruguay,,True
495,Friendly,1916-10-01,Hungary,2.0,3.0,Austria,,True
496,Friendly,1916-10-01,Norway,0.0,0.0,Sweden,,True
497,Copa Premio Honor Uruguayo,1916-10-01,Uruguay,0.0,1.0,Argentina,,True
498,Friendly,1916-10-08,Sweden,4.0,0.0,Denmark,,True
499,Friendly,1916-10-15,Denmark,8.0,0.0,Norway,,True
500,Friendly,1916-10-29,Uruguay,3.0,1.0,Argentina,,True
501,Friendly,1916-11-05,Austria,3.0,3.0,Hungary,,True
502,Friendly,1917-05-06,Austria,1.0,1.0,Hungary,,True
503,Friendly,1917-05-07,Japan,2.0,15.0,Philippines,,True
504,Far Eastern Championship Games,1917-05-09,Japan,0.0,5.0,China,,True
505,Far Eastern Championship Games,1917-05-10,Japan,2.0,15.0,Philippines,,True
506,Far Eastern Championship Games,1917-05-11,China,3.0,0.0,Philippines,,False
507,Friendly,1917-06-03,Denmark,1.0,1.0,Sweden,,True
508,Friendly,1917-06-03,Hungary,6.0,2.0,Austria,,True
509,Friendly,1917-06-17,Norway,1.0,2.0,Denmark,,True
510,Friendly,1917-07-15,Austria,1.0,4.0,Hungary,,True
511,Copa Premio Honor Uruguayo,1917-07-18,Uruguay,0.0,2.0,Argentina,,True
512,Copa Lipton,1917-08-15,Argentina,1.0,0.0,Uruguay,,True
513,Friendly,1917-08-19,Sweden,3.0,3.0,Norway,,True
514,Copa Newton,1917-09-02,Uruguay,1.0,0.0,Argentina,,True
515,Friendly,1917-09-16,Norway,0.0,2.0,Sweden,,True
516,Copa América,1917-09-30,Uruguay,4.0,0.0,Chile,,True
517,Copa América,1917-10-03,Argentina,4.0,2.0,Brazil,,False
518,Copa América,1917-10-06,Argentina,1.0,0.0,Chile,,False
519,Friendly,1917-10-07,Denmark,12.0,0.0,Norway,,True
520,Friendly,1917-10-07,Hungary,2.0,1.0,Austria,,True
521,Copa América,1917-10-07,Uruguay,4.0,0.0,Brazil,,True
522,Copa América,1917-10-12,Brazil,5.0,0.0,Chile,,False
523,Friendly,1917-10-14,Sweden,1.0,2.0,Denmark,,True
524,Copa América,1917-10-14,Uruguay,1.0,0.0,Argentina,,True
525,Friendly,1917-10-16,Uruguay,3.0,1.0,Brazil,,True
526,Friendly,1917-11-04,Austria,1.0,2.0,Hungary,,True
527,Friendly,1917-12-23,Switzerland,0.0,1.0,Austria,,True
528,Friendly,1917-12-26,Switzerland,3.0,2.0,Austria,,True
529,Friendly,1918-04-14,Hungary,2.0,0.0,Austria,,True
530,Friendly,1918-05-09,Austria,5.0,1.0,Switzerland,,True
531,Friendly,1918-05-12,Hungary,2.0,1.0,Switzerland,,True
532,Friendly,1918-05-26,Sweden,2.0,0.0,Norway,,True
533,Friendly,1918-06-02,Austria,0.0,2.0,Hungary,,True
534,Friendly,1918-06-02,Denmark,3.0,0.0,Sweden,,True
535,Friendly,1918-06-16,Norway,3.0,1.0,Denmark,,True
536,Copa Premio Honor Uruguayo,1918-07-18,Uruguay,1.0,1.0,Argentina,,True
537,Copa Premio Honor Uruguayo,1918-07-28,Uruguay,3.0,1.0,Argentina,,True
538,Copa Premio Honor Argentino,1918-08-15,Argentina,0.0,0.0,Uruguay,,True
539,Copa Premio Honor Argentino,1918-08-25,Argentina,2.0,1.0,Uruguay,,True
540,Friendly,1918-09-15,Norway,2.0,1.0,Sweden,,True
541,Copa Lipton,1918-09-20,Uruguay,1.0,1.0,Argentina,,True
542,Copa Newton,1918-09-29,Argentina,2.0,0.0,Uruguay,,True
543,Friendly,1918-10-06,Austria,0.0,3.0,Hungary,,True
544,Friendly,1918-10-06,Denmark,4.0,0.0,Norway,,True
545,Friendly,1918-10-20,Sweden,1.0,2.0,Denmark,,True
546,Friendly,1919-03-09,Belgium,2.0,2.0,France,,True
547,Friendly,1919-04-06,Hungary,2.0,1.0,Austria,,True
548,Muratti Vase,1919-04-21,Guernsey,2.0,0.0,Jersey,,True
549,Copa América,1919-05-11,Brazil,6.0,0.0,Chile,,True
550,Friendly,1919-05-11,Paraguay,1.0,5.0,Argentina,,True
551,Far Eastern Championship Games,1919-05-12,China,2.0,0.0,Philippines,,True
552,Copa América,1919-05-13,Argentina,2.0,3.0,Uruguay,,False
553,Far Eastern Championship Games,1919-05-13,China,1.0,2.0,Philippines,,True
554,Friendly,1919-05-15,Paraguay,0.0,3.0,Argentina,,True
555,Far Eastern Championship Games,1919-05-15,China,2.0,1.0,Philippines,,True
556,Copa América,1919-05-17,Chile,0.0,2.0,Uruguay,,False
557,Copa América,1919-05-18,Brazil,3.0,1.0,Argentina,,True
558,Friendly,1919-05-21,Paraguay,1.0,2.0,Argentina,,True
559,Copa América,1919-05-22,Argentina,4.0,1.0,Chile,,False
560,Friendly,1919-05-24,Paraguay,1.0,2.0,Argentina,,True
561,Copa América,1919-05-26,Brazil,2.0,2.0,Uruguay,,True
562,Copa América,1919-05-29,Brazil,1.0,0.0,Uruguay,,True
563,Friendly,1919-05-29,Sweden,1.0,0.0,Finland,,True
564,Friendly,1919-06-01,Brazil,3.0,3.0,Argentina,,True
565,Friendly,1919-06-05,Denmark,3.0,0.0,Sweden,,True
566,Friendly,1919-06-09,Netherlands,3.0,1.0,Sweden,,True
567,Friendly,1919-06-12,Denmark,5.0,1.0,Norway,,True
568,Inter-Allied Games,1919-06-24,France,4.0,0.0,Romania,,True
569,Inter-Allied Games,1919-06-24,Czechoslovakia,4.0,1.0,Belgium,,False
570,Inter-Allied Games,1919-06-25,Italy,9.0,0.0,Greece,,False
571,Inter-Allied Games,1919-06-25,United States,5.0,4.0,Canada,,False
572,Inter-Allied Games,1919-06-26,Italy,7.0,1.0,Romania,,False
573,Inter-Allied Games,1919-06-26,France,11.0,0.0,Greece,,True
574,Inter-Allied Games,1919-06-26,Czechoslovakia,8.0,2.0,United States,,False
575,Inter-Allied Games,1919-06-26,Belgium,5.0,2.0,Canada,,False
576,Inter-Allied Games,1919-06-28,Greece,3.0,2.0,Romania,,False
577,Inter-Allied Games,1919-06-28,France,2.0,0.0,Italy,,True
578,Inter-Allied Games,1919-06-28,Czechoslovakia,3.0,2.0,Canada,,False
579,Inter-Allied Games,1919-06-28,Belgium,7.0,0.0,United States,,False
580,Inter-Allied Games,1919-06-29,France,2.0,3.0,Czechoslovakia,,True
581,Friendly,1919-06-29,Norway,4.0,3.0,Sweden,,True
582,Copa Premio Honor Uruguayo,1919-07-18,Uruguay,4.0,1.0,Argentina,,True
583,Friendly,1919-08-24,Sweden,4.0,1.0,Netherlands,,True
584,Copa Newton,1919-08-24,Uruguay,2.0,1.0,Argentina,,True
585,Friendly,1919-08-31,Norway,1.0,1.0,Netherlands,,True
586,Copa Lipton,1919-09-07,Argentina,1.0,2.0,Uruguay,,True
587,Friendly,1919-09-14,Sweden,1.0,5.0,Norway,,True
588,Friendly,1919-09-21,Norway,3.0,2.0,Denmark,,True
589,Friendly,1919-09-28,Finland,3.0,3.0,Sweden,,True
590,Friendly,1919-10-05,Austria,2.0,0.0,Hungary,,True
591,Friendly,1919-10-12,Sweden,3.0,0.0,Denmark,,True
592,Copa Premio Honor Argentino,1919-10-19,Argentina,6.0,1.0,Uruguay,,True
593,British Home Championship,1919-10-25,Northern Ireland,1.0,1.0,England,,True
594,Friendly,1919-11-09,Hungary,3.0,2.0,Austria,,True
595,Friendly,1919-12-07,Uruguay,4.0,2.0,Argentina,,True
596,Friendly,1920-01-18,Italy,9.0,4.0,France,,True
597,British Home Championship,1920-02-14,Northern Ireland,2.0,2.0,Wales,,True
598,British Home Championship,1920-02-26,Wales,1.0,1.0,Scotland,,True
599,Friendly,1920-02-29,Switzerland,0.0,2.0,France,,True
600,British Home Championship,1920-03-13,Scotland,3.0,0.0,Northern Ireland,,True
601,British Home Championship,1920-03-15,England,1.0,2.0,Wales,,True
602,Friendly,1920-03-28,France,2.0,1.0,Belgium,,True
603,Friendly,1920-03-28,Switzerland,3.0,0.0,Italy,,True
604,Friendly,1920-04-05,Netherlands,2.0,0.0,Denmark,,True
605,British Home Championship,1920-04-10,England,5.0,4.0,Scotland,,True
606,Muratti Vase,1920-04-15,Guernsey,1.0,0.0,Jersey,,True
607,Muratti Vase,1920-04-29,Alderney,1.0,0.0,Guernsey,,False
608,Friendly,1920-05-02,Austria,2.0,2.0,Hungary,,True
609,Friendly,1920-05-13,Italy,1.0,1.0,Netherlands,,True
610,Friendly,1920-05-16,Switzerland,2.0,1.0,Netherlands,,True
611,Friendly,1920-05-30,Sweden,4.0,0.0,Finland,,True
612,Friendly,1920-06-06,Sweden,0.0,1.0,Switzerland,,True
613,Friendly,1920-06-13,Norway,1.0,1.0,Denmark,,True
614,Friendly,1920-06-27,Norway,0.0,3.0,Sweden,,True
615,Friendly,1920-06-27,Switzerland,4.0,1.0,Germany,,True
616,Copa Premio Honor Uruguayo,1920-07-18,Uruguay,2.0,0.0,Argentina,,True
617,Copa Newton,1920-07-25,Argentina,1.0,3.0,Uruguay,,True
618,Copa Premio Honor Argentino,1920-08-08,Argentina,1.0,0.0,Uruguay,,True
619,Olympic Games,1920-08-28,Czechoslovakia,7.0,0.0,Yugoslavia,,False
620,Olympic Games,1920-08-28,Spain,1.0,0.0,Denmark,,False
621,Olympic Games,1920-08-28,Italy,2.0,1.0,Egypt,,False
622,Olympic Games,1920-08-28,Netherlands,3.0,0.0,Luxembourg,,False
623,Olympic Games,1920-08-28,Sweden,9.0,0.0,Greece,,False
624,Olympic Games,1920-08-29,Netherlands,5.0,4.0,Sweden,,False
625,Olympic Games,1920-08-29,Czechoslovakia,4.0,0.0,Norway,,False
626,Olympic Games,1920-08-29,France,3.0,1.0,Italy,,False
627,Olympic Games,1920-08-29,Belgium,3.0,1.0,Spain,,True
628,Olympic Games,1920-08-31,France,1.0,4.0,Czechoslovakia,,False
629,Olympic Games,1920-08-31,Belgium,3.0,0.0,Netherlands,,True
630,Olympic Games,1920-08-31,Italy,2.0,1.0,Norway,,False
631,Olympic Games,1920-09-01,Spain,2.0,1.0,Sweden,,False
632,Olympic Games,1920-09-02,Belgium,2.0,0.0,Czechoslovakia,,True
633,Olympic Games,1920-09-02,Spain,2.0,0.0,Italy,,False
634,Friendly,1920-09-03,Egypt,4.0,2.0,Yugoslavia,,False
635,Olympic Games,1920-09-05,Spain,3.0,1.0,Netherlands,,False
636,Copa América,1920-09-11,Chile,0.0,1.0,Brazil,,True
637,Copa América,1920-09-12,Uruguay,1.0,1.0,Argentina,,False
638,Copa América,1920-09-18,Brazil,0.0,6.0,Uruguay,,False
639,Friendly,1920-09-19,Finland,1.0,0.0,Sweden,,True
640,Copa América,1920-09-20,Chile,1.0,1.0,Argentina,,True
641,Copa América,1920-09-25,Argentina,2.0,0.0,Brazil,,False
642,Friendly,1920-09-26,Austria,3.0,2.0,Germany,,True
643,Friendly,1920-09-26,Sweden,0.0,0.0,Norway,,True
644,Copa América,1920-10-03,Chile,1.0,2.0,Uruguay,,True
645,Friendly,1920-10-10,Sweden,0.0,2.0,Denmark,,True
646,Friendly,1920-10-17,Finland,6.0,0.0,Estonia,,True
647,British Home Championship,1920-10-23,England,2.0,0.0,Northern Ireland,,True
648,Friendly,1920-10-24,Germany,1.0,0.0,Hungary,,True
649,Friendly,1920-11-07,Hungary,1.0,2.0,Austria,,True
650,Friendly,1921-01-28,Suriname,1.0,2.0,Guyana,,True
651,British Home Championship,1921-02-12,Scotland,2.0,1.0,Wales,,True
652,Friendly,1921-02-20,France,1.0,2.0,Italy,,True
653,British Home Championship,1921-02-26,Northern Ireland,0.0,2.0,Scotland,,True
654,Friendly,1921-03-06,Belgium,3.0,1.0,France,,True
655,Friendly,1921-03-06,Italy,2.0,1.0,Switzerland,,True
656,British Home Championship,1921-03-14,Wales,0.0,0.0,England,,True
657,Friendly,1921-03-26,Austria,2.0,2.0,Sweden,,True
658,Peace Cup,1921-03-28,Guernsey,3.0,0.0,Alderney,,True
659,Friendly,1921-04-03,Catalonia,4.0,0.0,Provence,,True
660,Friendly,1921-04-04,Catalonia,1.0,0.0,Provence,,True
661,Friendly,1921-04-07,Paraguay,3.0,1.0,Argentina,,True
662,Muratti Vase,1921-04-07,Jersey,2.0,0.0,Alderney,,True
663,British Home Championship,1921-04-09,Scotland,3.0,0.0,England,,True
664,British Home Championship,1921-04-09,Wales,2.0,1.0,Northern Ireland,,True
665,Friendly,1921-04-14,Paraguay,2.0,2.0,Argentina,,True
666,Friendly,1921-04-24,Austria,4.0,1.0,Hungary,,True
667,Muratti Vase,1921-04-28,Guernsey,0.0,1.0,Jersey,,True
668,Friendly,1921-05-01,Switzerland,2.0,2.0,Austria,,True
669,Friendly,1921-05-05,Belgium,2.0,3.0,Italy,,True
670,Friendly,1921-05-05,Germany,3.0,3.0,Austria,,True
671,Friendly,1921-05-08,Netherlands,2.0,2.0,Italy,,True
672,Friendly,1921-05-15,Belgium,1.0,1.0,Netherlands,,True
673,Friendly,1921-05-21,Belgium,0.0,2.0,England,,True
674,Friendly,1921-05-25,Norway,3.0,2.0,Finland,,True
675,Friendly,1921-05-29,Sweden,0.0,3.0,Finland,,True
676,Friendly,1921-05-30,Japan,0.0,3.0,Philippines,,False
677,Far Eastern Championship Games,1921-05-30,Philippines,3.0,1.0,Japan,,False
678,Far Eastern Championship Games,1921-05-31,China,1.0,0.0,Philippines,,True
679,Far Eastern Championship Games,1921-06-01,China,4.0,0.0,Japan,,True
680,Open International Championship,1921-06-03,China,3.0,0.0,Japan,,True
681,Friendly,1921-06-05,Hungary,3.0,0.0,Germany,,True
682,Friendly,1921-06-12,Denmark,1.0,1.0,Netherlands,,True
683,Friendly,1921-06-19,Norway,3.0,1.0,Sweden,,True
684,Friendly,1921-07-09,Canada,0.0,1.0,Scotland,,True
685,Friendly,1921-07-22,Estonia,0.0,0.0,Sweden,,True
686,Friendly,1921-07-24,Sweden,1.0,3.0,Austria,,True
687,Friendly,1921-07-31,Finland,2.0,3.0,Austria,,True
688,Friendly,1921-08-28,Estonia,0.0,3.0,Finland,,True
689,Friendly,1921-09-14,Costa Rica,7.0,0.0,El Salvador,,False
690,Friendly,1921-09-18,Finland,3.0,3.0,Germany,,True
691,Friendly,1921-09-18,Guatemala,0.0,6.0,Costa Rica,,True
692,Friendly,1921-09-18,Sweden,0.0,3.0,Norway,,True
693,Copa América,1921-10-02,Argentina,1.0,0.0,Brazil,,True
694,Friendly,1921-10-02,Denmark,3.0,1.0,Norway,,True
695,Copa América,1921-10-09,Paraguay,2.0,1.0,Uruguay,,False
696,Friendly,1921-10-09,Sweden,0.0,0.0,Denmark,,True
697,Copa América,1921-10-12,Brazil,3.0,0.0,Paraguay,,False
698,Copa América,1921-10-16,Argentina,3.0,0.0,Paraguay,,True
699,British Home Championship,1921-10-22,Northern Ireland,1.0,1.0,England,,True
700,Copa América,1921-10-23,Brazil,1.0,2.0,Uruguay,,False
701,Friendly,1921-10-28,Czechoslovakia,6.0,1.0,Yugoslavia,,True
702,Copa América,1921-10-30,Argentina,1.0,0.0,Uruguay,,True
703,Friendly,1921-11-02,Uruguay,4.0,2.0,Paraguay,,True
704,Friendly,1921-11-06,Hungary,4.0,2.0,Sweden,,True
705,Friendly,1921-11-06,Switzerland,1.0,1.0,Italy,,True
706,Friendly,1921-11-13,Czechoslovakia,2.0,2.0,Sweden,,True
707,Friendly,1921-11-13,France,0.0,5.0,Netherlands,,True
708,Friendly,1921-12-18,Hungary,1.0,0.0,Poland,,True
709,Friendly,1921-12-18,Spain,3.0,1.0,Portugal,,True
710,Friendly,1922-01-15,France,2.0,1.0,Belgium,,True
711,Friendly,1922-01-15,Italy,3.0,3.0,Austria,,True
712,British Home Championship,1922-02-04,Wales,2.0,1.0,Scotland,,True
713,Friendly,1922-02-26,Italy,1.0,1.0,Czechoslovakia,,True
714,British Home Championship,1922-03-04,Scotland,2.0,1.0,Northern Ireland,,True
715,Friendly,1922-03-12,Brittany,1.0,0.0,Luxembourg,,True
716,British Home Championship,1922-03-13,England,1.0,0.0,Wales,,True
717,Friendly,1922-03-26,Belgium,4.0,0.0,Netherlands,,True
718,Friendly,1922-03-26,Germany,2.0,2.0,Switzerland,,True
719,Muratti Vase,1922-04-06,Guernsey,8.0,0.0,Alderney,,True
